title,location,price,price_per_sqm,url,bedrooms,bathrooms,floor_area,floor,name,latitude,longitude,address,facilities,Access for the disabled,Air conditioning,Alarm,Balcony,Built-in kitchen,Built-in wardrobe,Car park,Children's area,Cistern,Concierge,Electricity,Elevator,Equipped kitchen,Garden,Grill,Guardhouse,Gym,Heating,Hot Tub,Internet,Library,Natural gas,Office,Panoramic view,Patio,Roof garden,Sauna,Security,Swimming pool,Tennis court,Terrace,Utility room,Video cable,Water,Fireplace,Cellar
,"Quezon City, Metro Manila",10000000,35211,https://www.dotproperty.com.ph/ads/apartment-for-sale-in-san-bartolome-metro-manila_e5269dbef54f-ae4f-0632-17c1-4ff86089,,,284 m2,550,"Apartment for sale in San Bartolome, Metro Manila",14.7043235,121.0306432,"San Bartolome, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila",35000000,,https://www.dotproperty.com.ph/13-bedroom-serviced-apartment-for-sale-or-rent-in-pasong-tamo-metro-manila_8855060,13,13,,,"13 Bedroom Serviced Apartment for Sale or Rent in Pasong Tamo, Metro Manila",14.6821382,121.0591368,"Brgy Pasong Tamo Quezon City, Lungsod Quezon, Kalakhang Maynila, Pilipinas",['Car park'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila",330000000,,https://www.dotproperty.com.ph/ads/5-bedroom-serviced-apartment-for-sale-in-paltok-metro-manila_ea761688bac7-57be-f375-3bd4-7000897b,5,5,,5,"5 Bedroom Serviced Apartment for sale in Paltok, Metro Manila",14.6445523,121.0234757,"Barangay Paltok, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Garden', 'Access for the disabled']",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila",20000000,76923,https://www.dotproperty.com.ph/ads/26-bedroom-apartment-for-sale-in-bagong-lipunan-ng-crame-metro-manila-near-mrt-3-santolan_a2e349207a61-542f-6aa2-e1b3-f8e68089,26,,260 m2,,"26 Bedroom Apartment for sale in Bagong Lipunan Ng Crame, Metro Manila near MRT-3 Santolan",14.6128176,121.0531125,"4th Avenue, Cubao, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila",84000000,150000,https://www.dotproperty.com.ph/ads/apartment-for-sale-in-socorro-metro-manila-near-mrt-3-santolan_74027c048475-3b91-2112-d24c-1e596089,,,560 m2,,"Apartment for sale in Socorro, Metro Manila near MRT-3 Santolan",14.6135947,121.0583882,"Liberty Ave, Cubao, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila",38700000,145489,https://www.dotproperty.com.ph/house-for-sale-in-bagbag-metro-manila_9485250,,,266 m2,,"Serviced Apartment for sale in Bagbag, Metro Manila",14.697605,121.0388852,"Remarville Subdivision, Novaliches, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Gym', 'Security', 'Garden', ""Children's area"", 'Water']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,
,"Quezon City, Metro Manila",22470000,22470,https://www.dotproperty.com.ph/ads/apartment-for-sale-in-tandang-sora-tandang-sora-metro-manila_52d7f98d0928-e34f-ab45-b063-6c15fe48,,,"1,000 m2",2,Tandang Sora,14.682105,121.031201,Quezon City,"['Security', 'Car park']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
,"Quezon City, Metro Manila",10500000,19091,https://www.dotproperty.com.ph/ads/11-bedroom-apartment-for-sale-in-novaliches-proper-metro-manila_43eb62e9684d-70ee-8662-3adc-6a086089,11,11,550 m2,3,"11 Bedroom Apartment for sale in Novaliches Proper, Metro Manila",14.7220913,121.0394115,"San Bartolome, Novaliches Wet and Dry Public Market, Susano Road, Novaliches, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Internet', 'Car park', 'Balcony', 'Electricity', 'Panoramic view', 'Terrace', 'Water', 'Cistern']",0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,,
,"Quezon City, Metro Manila",49911000,311944,https://www.dotproperty.com.ph/2-bedroom-apartment-for-sale-in-ugong-norte-metro-manila_7972802,2,2,160 m2,35,"2 Bedroom Apartment for sale in Ugong Norte, Metro Manila",14.5978391,121.0802472,"Parklinks North Tower, Parklinks, Eulogio Rodriguez Jr. Avenue, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Library', 'Elevator', 'Water', 'Alarm', 'Access for the disabled', 'Built-in kitchen', 'Utility room']",1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,,
,"Quezon City, Metro Manila",11000000,122222,https://www.dotproperty.com.ph/commercial-for-sale-in-pinyahan-metro-manila_5851535,3,2,90 m2,2,"3 Bedroom Apartment for sale in Manresa, Metro Manila",14.6401606,121.000537,"Manresa, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Internet', 'Car park', 'Electricity', 'Water', 'Built-in kitchen', 'Video cable', 'Cistern']",0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,
,"Quezon City, Metro Manila",34858500,85000,https://www.dotproperty.com.ph/ads/8-bedroom-apartment-for-sale-in-project-6-metro-manila_87832ef0227b-e59e-e512-a2bf-cfd98089,8,8,410.1 m2,1,"8 Bedroom Apartment for sale in Project 6, Metro Manila",14.66026016,121.04056656,"Road 8, Project 6, Quezon City, Metro Manila, National Capital Region, PHL",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila",10000000,18182,https://www.dotproperty.com.ph/ads/11-bedroom-apartment-for-sale-in-san-bartolome-metro-manila_576ea0ece1e4-b91e-b502-44c9-a1696089,11,11,550 m2,550,"11 Bedroom Apartment for sale in San Bartolome, Metro Manila",14.7043235,121.0306432,"San Bartolome, QC, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila",8000000,41885,https://www.dotproperty.com.ph/ads/6-bedroom-apartment-for-sale-in-nagkaisang-nayon-metro-manila_8d2e823b3d99-ee41-b9c5-5875-d6a74c9e,6,6,191 m2,200,"6 Bedroom Apartment for sale in Nagkaisang Nayon, Metro Manila",14.7208711,121.0296067,"Don Enrique Florence Ville, General Luis, Novaliches, Novaliches, Quezon City, Kalakhang Maynila, Pilipinas","['Car park', 'Electricity', 'Water']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
,"Quezon City, Metro Manila",18000000,6000,https://www.dotproperty.com.ph/ads/56-bedroom-apartment-for-sale-in-socorro-metro-manila-near-lrt-2-araneta-center-cubao_35aa8d168b1a-279e-0882-0a27-c4c57089,56,56,"3,000 m2",,"56 Bedroom Apartment for sale in Socorro, Metro Manila near LRT-2 Araneta Center-Cubao",14.6192831,121.0577149,"Cubao, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Security', 'Car park', 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Elevator', 'Alarm', 'Built-in wardrobe', 'Built-in kitchen', 'Utility room', 'Cistern']",0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,,
,"Quezon City, Metro Manila",2100000,105000,https://www.dotproperty.com.ph/ads/1-bedroom-apartment-for-sale-in-bagbag-metro-manila_80f0c6f3f1c9-22b0-9772-99fb-4b936089,1,1,20 m2,,"1 Bedroom Apartment for sale in Bagbag, Metro Manila",14.6992035,121.0225798,"El Pueblo One Condominium, King Christian Extension, Novaliches, Quezon City, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Electricity', 'Water', 'Built-in kitchen']",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
,"Quezon City, Metro Manila",2750551,,https://www.dotproperty.com.ph/ads/apartment-for-sale-in-univ-phil-campus-metro-manila_4212bbe26a01-9141-cbf2-9de7-5c267089,,1,,,"Apartment for sale in Univ. Phil. Campus, Metro Manila",14.651512,121.0654679,"Epifanio Delos Santos Street, Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Tennis court', 'Sauna', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Library', 'Elevator', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Heating', 'Alarm', 'Fireplace', 'Built-in wardrobe', 'Cellar', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Hot Tub', 'Natural gas', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0
,"Quezon City, Metro Manila",1450551,,https://www.dotproperty.com.ph/ads/apartment-for-sale-in-univ-phil-campus-metro-manila_29f691fec77e-9820-da82-632f-3d267089,,1,,,"Apartment for sale in Univ. Phil. Campus, Metro Manila",14.651512,121.0654679,"Epifanio Delos Santos Street, Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Tennis court', 'Sauna', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Library', 'Elevator', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Heating', 'Alarm', 'Fireplace', 'Built-in wardrobe', 'Cellar', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Hot Tub', 'Natural gas', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0
,"Quezon City, Metro Manila",18000000,32727,https://www.dotproperty.com.ph/ads/24-bedroom-apartment-for-sale-in-loyola-heights-metro-manila-near-lrt-2-katipunan_cd435562bc0f-c7ee-bb88-f911-9f2ae7fa,24,24,550 m2,,"24 Bedroom Apartment for sale in Loyola Heights, Metro Manila near LRT-2 Katipunan",14.6354708,121.0684058,"Xavierville Ave, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila",2750551,,https://www.dotproperty.com.ph/ads/1-bedroom-apartment-for-sale-in-univ-phil-campus-metro-manila_162f6b7013f6-64ce-cfa2-dc17-5c267089,1,1,,,"1 Bedroom Apartment for sale in Univ. Phil. Campus, Metro Manila",14.651512,121.0654679,"Epifanio Delos Santos Street, Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Tennis court', 'Sauna', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Library', 'Elevator', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Heating', 'Alarm', 'Fireplace', 'Built-in wardrobe', 'Cellar', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Hot Tub', 'Natural gas', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0
,"Quezon City, Metro Manila",2750551,,https://www.dotproperty.com.ph/ads/1-bedroom-apartment-for-sale-in-univ-phil-campus-metro-manila_51d69b32f17b-feb1-6082-e337-5c267089,1,1,,,"1 Bedroom Apartment for sale in Univ. Phil. Campus, Metro Manila",14.651512,121.0654679,"Epifanio Delos Santos Street, Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Tennis court', 'Sauna', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Library', 'Elevator', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Heating', 'Alarm', 'Fireplace', 'Built-in wardrobe', 'Cellar', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Hot Tub', 'Natural gas', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0
,"Quezon City, Metro Manila",2750551,,https://www.dotproperty.com.ph/ads/1-bedroom-apartment-for-sale-in-univ-phil-campus-metro-manila_b228d76c681d-dad0-e662-7547-5c267089,1,1,,,"1 Bedroom Apartment for sale in Univ. Phil. Campus, Metro Manila",14.651512,121.0654679,"Epifanio Delos Santos Street, Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Tennis court', 'Sauna', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Library', 'Elevator', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Heating', 'Alarm', 'Fireplace', 'Built-in wardrobe', 'Cellar', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Hot Tub', 'Natural gas', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0
,"Quezon City, Metro Manila",2750551,,https://www.dotproperty.com.ph/ads/1-bedroom-apartment-for-sale-in-univ-phil-campus-metro-manila_30bac270209f-026f-56a2-5f27-5c267089,1,1,,,"1 Bedroom Apartment for sale in Univ. Phil. Campus, Metro Manila",14.651512,121.0654679,"Epifanio Delos Santos Street, Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Tennis court', 'Sauna', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Library', 'Elevator', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Heating', 'Alarm', 'Fireplace', 'Built-in wardrobe', 'Cellar', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Hot Tub', 'Natural gas', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0
,"Quezon City, Metro Manila",36000000,45000,https://www.dotproperty.com.ph/ads/15-bedroom-serviced-apartment-for-sale-in-fairview-metro-manila_c362bb5d5ff9-5dcf-9b85-0da2-7b3725dd,15,15,800 m2,,"15 Bedroom Serviced Apartment for sale in Fairview, Metro Manila",14.7021785,121.0682102,"Fairview, Novaliches, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila",18000000,,https://www.dotproperty.com.ph/ads/24-bedroom-apartment-for-sale-in-loyola-heights-metro-manila-near-lrt-2-katipunan_47e29067a9cb-704f-bb88-d30f-95717c4a,24,24,,,"24 Bedroom Apartment for sale in Loyola Heights, Metro Manila near LRT-2 Katipunan",14.6354708,121.0684058,"Xavierville Avenue, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Security', 'Car park', 'Balcony', 'Electricity', 'Water', 'Cellar', 'Guardhouse', 'Built-in kitchen']",0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,1.0
,"Quezon City, Metro Manila",2750551,,https://www.dotproperty.com.ph/ads/1-bedroom-apartment-for-sale-in-univ-phil-campus-metro-manila_1e8843f76896-7a7f-1132-45f7-5c267089,1,1,,,"1 Bedroom Apartment for sale in Univ. Phil. Campus, Metro Manila",14.651512,121.0654679,"Epifanio Delos Santos Street, Diliman, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', 'Tennis court', 'Sauna', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Library', 'Elevator', 'Roof garden', 'Terrace', 'Water', 'Patio', 'Heating', 'Alarm', 'Fireplace', 'Built-in wardrobe', 'Cellar', 'Access for the disabled', 'Grill', 'Guardhouse', 'Built-in kitchen', 'Hot Tub', 'Natural gas', 'Office', 'Utility room', 'Video cable', 'Cistern']",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0
,"Quezon City, Metro Manila",10000000,35211,https://www.dotproperty.com.ph/ads/apartment-for-sale-in-san-bartolome-metro-manila_e5269dbef54f-ae4f-0632-17c1-4ff86089,,,284 m2,550,"Apartment for sale in San Bartolome, Metro Manila",14.7043235,121.0306432,"San Bartolome, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila",35000000,,https://www.dotproperty.com.ph/13-bedroom-serviced-apartment-for-sale-or-rent-in-pasong-tamo-metro-manila_8855060,13,13,,,"13 Bedroom Serviced Apartment for Sale or Rent in Pasong Tamo, Metro Manila",14.6821382,121.0591368,"Brgy Pasong Tamo Quezon City, Lungsod Quezon, Kalakhang Maynila, Pilipinas",['Car park'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila",330000000,,https://www.dotproperty.com.ph/ads/5-bedroom-serviced-apartment-for-sale-in-paltok-metro-manila_ea761688bac7-57be-f375-3bd4-7000897b,5,5,,5,"5 Bedroom Serviced Apartment for sale in Paltok, Metro Manila",14.6445523,121.0234757,"Barangay Paltok, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Garden', 'Access for the disabled']",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila",20000000,76923,https://www.dotproperty.com.ph/ads/26-bedroom-apartment-for-sale-in-bagong-lipunan-ng-crame-metro-manila-near-mrt-3-santolan_a2e349207a61-542f-6aa2-e1b3-f8e68089,26,,260 m2,,"26 Bedroom Apartment for sale in Bagong Lipunan Ng Crame, Metro Manila near MRT-3 Santolan",14.6128176,121.0531125,"4th Avenue, Cubao, Lungsod Quezon, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila",84000000,150000,https://www.dotproperty.com.ph/ads/apartment-for-sale-in-socorro-metro-manila-near-mrt-3-santolan_74027c048475-3b91-2112-d24c-1e596089,,,560 m2,,"Apartment for sale in Socorro, Metro Manila near MRT-3 Santolan",14.6135947,121.0583882,"Liberty Ave, Cubao, Quezon City, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila",38700000,145489,https://www.dotproperty.com.ph/house-for-sale-in-bagbag-metro-manila_9485250,,,266 m2,,"Serviced Apartment for sale in Bagbag, Metro Manila",14.697605,121.0388852,"Remarville Subdivision, Novaliches, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Gym', 'Security', 'Garden', ""Children's area"", 'Water']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,
,"Quezon City, Metro Manila",22470000,22470,https://www.dotproperty.com.ph/ads/apartment-for-sale-in-tandang-sora-tandang-sora-metro-manila_52d7f98d0928-e34f-ab45-b063-6c15fe48,,,"1,000 m2",2,Tandang Sora,14.682105,121.031201,Quezon City,"['Security', 'Car park']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
,"Quezon City, Metro Manila",10500000,19091,https://www.dotproperty.com.ph/ads/11-bedroom-apartment-for-sale-in-novaliches-proper-metro-manila_43eb62e9684d-70ee-8662-3adc-6a086089,11,11,550 m2,3,"11 Bedroom Apartment for sale in Novaliches Proper, Metro Manila",14.7220913,121.0394115,"San Bartolome, Novaliches Wet and Dry Public Market, Susano Road, Novaliches, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Internet', 'Car park', 'Balcony', 'Electricity', 'Panoramic view', 'Terrace', 'Water', 'Cistern']",0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,,
,"Quezon City, Metro Manila",49911000,311944,https://www.dotproperty.com.ph/2-bedroom-apartment-for-sale-in-ugong-norte-metro-manila_7972802,2,2,160 m2,35,"2 Bedroom Apartment for sale in Ugong Norte, Metro Manila",14.5978391,121.0802472,"Parklinks North Tower, Parklinks, Eulogio Rodriguez Jr. Avenue, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Swimming pool', 'Air conditioning', 'Gym', 'Internet', 'Security', 'Car park', 'Garden', 'Balcony', ""Children's area"", 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Concierge', 'Library', 'Elevator', 'Water', 'Alarm', 'Access for the disabled', 'Built-in kitchen', 'Utility room']",1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,,
,"Quezon City, Metro Manila",11000000,122222,https://www.dotproperty.com.ph/commercial-for-sale-in-pinyahan-metro-manila_5851535,3,2,90 m2,2,"3 Bedroom Apartment for sale in Manresa, Metro Manila",14.6401606,121.000537,"Manresa, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Internet', 'Car park', 'Electricity', 'Water', 'Built-in kitchen', 'Video cable', 'Cistern']",0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,
,"Quezon City, Metro Manila",34858500,85000,https://www.dotproperty.com.ph/ads/8-bedroom-apartment-for-sale-in-project-6-metro-manila_87832ef0227b-e59e-e512-a2bf-cfd98089,8,8,410.1 m2,1,"8 Bedroom Apartment for sale in Project 6, Metro Manila",14.66026016,121.04056656,"Road 8, Project 6, Quezon City, Metro Manila, National Capital Region, PHL",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila",10000000,18182,https://www.dotproperty.com.ph/ads/11-bedroom-apartment-for-sale-in-san-bartolome-metro-manila_576ea0ece1e4-b91e-b502-44c9-a1696089,11,11,550 m2,550,"11 Bedroom Apartment for sale in San Bartolome, Metro Manila",14.7043235,121.0306432,"San Bartolome, QC, Kalakhang Maynila, Pilipinas",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Quezon City, Metro Manila",8000000,41885,https://www.dotproperty.com.ph/ads/6-bedroom-apartment-for-sale-in-nagkaisang-nayon-metro-manila_8d2e823b3d99-ee41-b9c5-5875-d6a74c9e,6,6,191 m2,200,"6 Bedroom Apartment for sale in Nagkaisang Nayon, Metro Manila",14.7208711,121.0296067,"Don Enrique Florence Ville, General Luis, Novaliches, Novaliches, Quezon City, Kalakhang Maynila, Pilipinas","['Car park', 'Electricity', 'Water']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
,"Quezon City, Metro Manila",18000000,6000,https://www.dotproperty.com.ph/ads/56-bedroom-apartment-for-sale-in-socorro-metro-manila-near-lrt-2-araneta-center-cubao_35aa8d168b1a-279e-0882-0a27-c4c57089,56,56,"3,000 m2",,"56 Bedroom Apartment for sale in Socorro, Metro Manila near LRT-2 Araneta Center-Cubao",14.6192831,121.0577149,"Cubao, Lungsod Quezon, Kalakhang Maynila, Pilipinas","['Security', 'Car park', 'Equipped kitchen', 'Electricity', 'Panoramic view', 'Elevator', 'Alarm', 'Built-in wardrobe', 'Built-in kitchen', 'Utility room', 'Cistern']",0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,,
,"Quezon City, Metro Manila",2100000,105000,https://www.dotproperty.com.ph/ads/1-bedroom-apartment-for-sale-in-bagbag-metro-manila_80f0c6f3f1c9-22b0-9772-99fb-4b936089,1,1,20 m2,,"1 Bedroom Apartment for sale in Bagbag, Metro Manila",14.6992035,121.0225798,"El Pueblo One Condominium, King Christian Extension, Novaliches, Quezon City, Kalakhang Maynila, Pilipinas","['Air conditioning', 'Electricity', 'Water', 'Built-in kitchen']",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
