title,price,location,description,bedrooms,bathrooms,floor_area,property_type,subcategories,listing_url,listing_id,geo_location,furnished_status,condominium_name,is_new_development
"Building For Sale in Laging Handa, Quezon City, Metro Manila",198000000,"Laging Handa, Quezon City","Mixed-Use Commercial Office Building For Sale NEAR Timog Avenue and Tomas Morato in Laging Handa, Quezon City

Building Size: 1,712 square meters
Property Location: 56 Scout Castor Street, Q.C.
Year Built: 2017
Number of Floors: 4 Floors with covered Roof Deck
Property Type: Mixed-Use
Property sub-type: Multi-use
Parking Spaces:  8 + parking spaces
Lot Size: 401 square meters
Sale Type:  User or Investment

Property Details:
The building was constructed in mid-2017.

The property consists of 2 freight elevators with the capacity of 1000 kilos each on both sides of the building and 1 passenger elevator with the capacity of 8 passengers centrally located servicing floors 1 thru 5. Split-type air conditioning units and or ceiling mounted fan are installed throughout the property.

A 300 KVA diesel standby generator had been installed to service the building and an exterior propane gas tank storage area with gas lines servicing the 2nd. and 3rd. floors of the building are installed.

A centralized Security Cameras System with TV Monitors and a Bio Identification Reader on the ground floor together with PBX Phone System are installed throughout the building.
Some locations are wired for Ethernet access and other locations has WIFI access. The building maintains a climate control computer room.

We accept and/or negotiate with Agents/Brokers.

For more details please contact:
MS. AMIE MATAAC
MS. MEG MATIAS",N/A,N/A,1712,commercial,"commercial, building",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/mixed-use-commercial-office-building-for-sale-near-167271584596/,CO63B39E45A8C38PH,"121.032076, 14.632936",180,N/A,False
"Building For Sale in Fairview, Quezon City, Metro Manila",35000000,"Fairview, Quezon City","Loc: near Regalado Ave., Fairview, Quezon City 2 Stories 2 Water Tanks 4 Car Garage All Rooms have Toilet & Bath Electric sub-meters Total of 18 Dorm Units -3 Units on the Ground Floor -15 Units on the 2nd floor 1 Owner's Residential unit on the Ground Floor -Office room -2 Spacious Bedrooms (Walk-in Closet & Private Bath) -Clean & Dirty Kitchen -Living Area -Laundry Area 16 Units Leased Out Almost Php 120,000 Monthly Income Clean title Lot Area: 503 sq.m Floor Area: 800 sq.m Price: Php 35,000,000.00 Gross",N/A,N/A,800,commercial,"commercial, building",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/2-storey-dormitory-building-for-sale-in-fairview-q-173103570482/,CO672D8238A6B75PH,"121.06821, 14.702178",,N/A,False
"Building For Sale in Novaliches, Quezon City, Metro Manila",90000000,"Novaliches, Quezon City","LOT AREA = 240 Square Meters
Distance from Major Shopping Malls:
- Less than 100 meters from Landers Superstore
- 200 meters to Robinsons Mall
- 200 meters to Ayala Mall
- 150 meters from Regalado Hi-way

The property is located in a highly commercial area along Quirino Highway, just a few steps away from major malls.The building is constructed with premium materials and features an attractive, aesthetic facade. New lift installed for comfort and easy access to the 2nd & 3rd floor. The basement is an extra space for storage .",N/A,N/A,600,commercial,"commercial, building",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/3-storey-brand-new-building-quirino-avenue-quezon-17294852335/,CO6715D9B1CDAE3PH,"121.0521, 14.7214",180,N/A,False
"Building For Sale in Katipunan, Quezon City, Metro Manila",175000000,"Katipunan, Quezon City","FOR SALE: 4-Story Building in EDSA Munoz  Price: PHP 175M gross Lot area: 500 sqm Floor area: 1,800 sqm Location: EDSA Munoz (near the intersection of Roosevelt / Congressional Avenue corner EDSA)  · 4-stories with roof deck · High commuter traffic · Easy commuter access · Potential rental income: 900K to 1M per month  Nearby: · SM North · LRT Munoz Station · Waltermart · Telus · VXI · McDonalds · Jollibee",N/A,N/A,1800,commercial,"commercial, building",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/4-story-building-in-edsa-munoz-172965319144/,CO671869C756518PH,"121.076504, 14.640624",180,N/A,False
"Building For Sale in Loyola Heights, Quezon City, Metro Manila",1000000000,"Loyola Heights, Quezon City","AURORA BLVD BLDG for SALE near Katipunan Ave-QC. Lot Area- 1,375 sqm.; Total Gross Floor Area is 19,250 sqm + 1 basement level for commercial use with 1,267 sqm.; Asking Price: Php 1 Billion (reduced from Php 1.5 Billion)

At an average lease rate of say Php400 psm, potential monthly and annual revenue at 100% occupancy should be about Php8.21 Million and Php98.48 Million, respectively. This excludes revenues from parking. At the asking price of Php1.5 Billion, annual yield is about 7%. Not bad. The challenge is getting tenants to fill up the building.

Ramon Zamuco, Jr. , REB
PRC Licensed Real Estate Broker No. 0031074",N/A,N/A,20517,commercial,"commercial, building",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/aurora-blvd-bldg-for-sale-near-katipunan-ave-qc-gf-173107813047/,CO6725AC2CAD19BPH,"121.076504, 14.640624",,N/A,False
"Building For Sale in Kristong Hari, Quezon City, Metro Manila",600000000,"Kristong Hari, Quezon City","Prime Commercial Building for SaleTomas Morato, Quezon CityProperty Details:Lot area: 1,194 sqmFloor area: 5,719 sqmSelling price: P600,000,000.008 Storey buildingCommercial office / multi-purpose2 elevatorsElectric and utility roomSeptic tanksToilet for men and womenCCTV camera and fire protection systems45 parking slots for motorcycle57 parking slots for carNearby Banks, Offices, Hotels, Restaurants and other commercial establishmentsLet us assist you with your real estate requirementsFor Inquiries:*Prices and availability are subject to change without prior notice",N/A,N/A,5719,commercial,"commercial, building",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/prime-commercial-building-for-sale-tomas-morato-qu-17253323602/,CO66D67B880FC41PH,"121.029926, 14.624843",,N/A,False
"Building For Sale in Obrero, Quezon City, Metro Manila",75300000,"Obrero, Quezon City","Location: Tomas Morato, Quezon City Last 1-Unit Available (Total of 4 UNITS)  Lot Area: 149.62 sqm Floor Area: 425 sqm  Property Features: The Property is ideal for Offices or any Commercial Business · 4-Storey Commercial Property · 4 Car garage · Cement finish ceiling · 60x60 cm. Floor Tiles · Elevator (Made in Sweden) · Each Floor has Toilets · Each unit has own Septic tanks and Cistern · CCTV Cameras Nearby Establishments: · Walking distance to Main thoroughfare · Walking distance to all Major banks like BDO, MetroBank, BPI, Chinabank · Different choices of Restaurants (Korean, Asian fusion, Japanese, American) · Manageable time going to Central Business District. · Near Christ The King Church · Near St. Lukes Medical Center Market Price: PHP 75,300,000.00 For Direct Buyer Only! Let me help you find your DREAM HOME. You may also enlist your property with us.  Contact for viewing or inquiries: Raymund Vidal  Under PRC Licensed Real Estate Broker No. 0022291",N/A,N/A,425,commercial,"commercial, building",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/modern-brand-new-4-storey-high-end-prime-commercia-172727822661/,CO66F42C92C2C26PH,"121.0300173, 14.6288755",,N/A,False
"Building For Sale in G. Araneta Avenue, Quezon City, Metro Manila",212800000,"G. Araneta Avenue, Quezon City","About SGS Foundation Building
The SGS Foundation Building is being managed by Sunproperties Development Corporation. It is located along the suburban arterial road of Gregorio Araneta Ave. in Quezon City. In between the intersections of Del Monte Ave. and Quezon Ave. with the frontage parallel to Metro Manila Skyway Stage 3. It is also mapped as one of the major commercial zones of the city with several residential zones adjacent to the property.

Property Details
Property: SGS Foundation Building
Location: 1335 G. Araneta Avenue, Quezon City, Metro Manila
Total Lot Area: 1,260 sqm (Building 1)
Total Floor Area: 3,796.76 sqm (Building 1)
Selling Price: Php 212,800,000 (Building 1)

Property Details and Features

  More available parking space
  4-storey building
  Ideal for investment
  Ideal for BPO use
  Ideal for POGO
  Ideal for property development
  Near commercial establishments

* See to appreciate",N/A,N/A,3796.76,commercial,"commercial, building",https://www.lamudi.com.phhttps://www.lamudi.com.ph/new-developments/sdc-land-building-for-sale-araneta-ave-quezon-city/4-storey-building-for-sale-in-g-araneta-ave-quezon-city-sgs-foundation-building-1/,CO6246BF495BE4APH,"121.00867, 14.63416",,N/A,True
"Building For Sale in G. Araneta Avenue, Quezon City, Metro Manila",212800000,"G. Araneta Avenue, Quezon City","About SGS Foundation Building
The SGS Foundation Building is being managed by Sunproperties Development Corporation. It is located along the suburban arterial road of Gregorio Araneta Ave. in Quezon City. In between the intersections of Del Monte Ave. and Quezon Ave. with the frontage parallel to Metro Manila Skyway Stage 3. It is also mapped as one of the major commercial zones of the city with several residential zones adjacent to the property.

Property Details
Property: SGS Foundation Building
Location: 1335 G. Araneta Avenue, Quezon City, Metro Manila
Total Lot Area: 1,260 sqm (Building 2)
Total Floor Area: 3,303.00 sqm (Building 2)
Selling Price: Php 212,800,000 (Building 2)

Property Details and Features

  More available parking space
  4-storey building
  Ideal for investment
  Ideal for BPO use
  Ideal for POGO
  Ideal for property development
  Near commercial establishments

* See to appreciate",N/A,N/A,3303,commercial,"commercial, building",https://www.lamudi.com.phhttps://www.lamudi.com.ph/new-developments/sdc-land-building-for-sale-araneta-ave-quezon-city/4-storey-building-for-sale-in-g-araneta-ave-quezon-city-sgs-foundation-building-2/,CO6246C058E1019PH,"121.00867, 14.63416",,N/A,True
"Retail For Sale in Bagumbayan, Quezon City, Metro Manila",32250000,"Bagumbayan, Quezon City","ASPIRE TOWER, NUVOLAND: 
Beside Eastwood Center:  

Ground Floor Commercial Spaces For Rent or For Sale: 
Combined units: 112 sqm and 103 sqm 
TOTAL FLOOR AREA: 215 sqm 
Plus Two (2) Parking Slots 

For Sale or Rent
High Ceiling of 4.5 meters 
Can have mezzanine  
Location is Not facing the exterior road of Libis. 

It is the ground floor located inside the compound of NUVOLAND.   
The Space is Good for: Service Business, Software Development shop, Digital Arts Production, Imaging / photography / Arts Display business, Courier / Delivery, Kitchen Commissary, Restaurant with Delivery, Hotel Service Business, Laundry, Money Exchange, etc  

FOR SALE at P150,000/sqm or P32,250,000 plus P1.5M/parking 
FOR RENT at P800/sqm or P172,000/month plus P5,000/parking slot 

To view the property, please contact: 
JOYCE TANLIMCO 

PRC REBL 9989
BestPropertiesPH",N/A,N/A,215,commercial,"commercial, retail",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/aspire-tower/aspire-nuvoland-quezon-city-ground-floor-commercia-169997901520/,CO6550F545897D4PH,"121.081903, 14.605396",,N/A,False
"Building For Sale in Kamuning, Quezon City, Metro Manila",90000000,"Kamuning, Quezon City","For Sale Commercial Building Along Kamuning Road Quezon City Lot Area: 450sqm - Business units for Rental operations - Investment property with passive income - Clean Title on hand and updated Taxes - 15 Residential Units and 3 Commercial Spaces unit own. Generous space to accommodate unit owner’s style  Nearby Establishments - near Timog Ave and Tomas Morato - CIIT College of Arts & Technology - BPI Kamuning Branch - Robinsons Easymart - Transpo Hub - hughly commercialized area within vicinity  Commercial Property for Sale in Kamuning, Quezon City, Metro Manila",N/A,N/A,N/A,commercial,"commercial, building",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/for-sale-commercial-building-along-kamuning-road-i-167696057950/,CO63F4634319E26PH,"121.038526, 14.62746",,N/A,False
"Warehouse For Sale in Project 4, Quezon City, Metro Manila",30000000,"Project 4, Quezon City",PRICE DROP from 35M to 30M  About the Property  Lot with existing one level structure currently can be used as commissary / storage  Best use for building or townhouse development   About the Location  Accessible via 3 major thoroughfares: 1. P.Tuazon 2. J.P. Rizal 3. Aurora Blvd 4. C5- Katipunan Quezon City Walking distance to the future Manila Subway,N/A,N/A,100,commercial,"commercial, warehouse",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/rush-sale-commercial-residential-lot-with-structur-17305144868/,CO66678EA83022DPH,"121.0708, 14.62078",,N/A,False
"Building For Sale in Santol, Quezon City, Metro Manila",110000000,"Santol, Quezon City","Commercial Buidling for Sale in Sta. Mesa, Quezon City

Category: For Sale
Type: Commercial Building
Building description:
Lot area: 346sqm
Floor area: 2,372.95sqm

House w/swimming pool description:
Lot area: 470sqm
Floor area: 610sqm
Package price: Php110M

Let us assist you on your real estate requirements.


*Similar properties also available in different size, price and location.
*Prices and availability subject to change without prior notice.",N/A,N/A,2372.95,commercial,"commercial, building",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/commercial-building-for-sale-in-santa-mesa-quezon-city/,CO623433035144APH,"121.014874, 14.612176",N/A,N/A,False
"Building For Sale in Bagong Pag-Asa, Quezon City, Metro Manila",25000000,"Bagong Pag-Asa, Quezon City","Rush Sale!! Apartment business for sale in Quezon City  Location: Mindanao Ave., Quezon City --------- 4 apartments - 15K 2 apartments - 10K 1 apartment - 30K Total monthly income - 110K  estimated Floor area: 800sq.m Lot area: 297sq.m Price: 28M Reprice: 25M ---------- *If you want to know the fair market value of your property, we do appraisal services, valuation, and consultancy within 5-7 days.  For more inquiries feel free to contact us; Alan and Gina Baldovino Licensed Real Estate Broker, Appraiser, and Consultant  For clients outside the Philippines please contact us through   Potters’ Hand We make real estate real simple",N/A,N/A,800,commercial,"commercial, building",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/commercial-residential-building-for-sale-in-quezon-172662898264/,CO66EA44764DF09PH,"121.03781, 14.650205",,N/A,False
"Offices For Sale in Bagong Pag-Asa, Quezon City, Metro Manila",94707000,"Bagong Pag-Asa, Quezon City","Explore the Future of Business at One Vertis Plaza!  Situated in the bustling hub of Vertis North, Quezon City, One Vertis Plaza stands as the ultimate corporate destination crafted for triumph. Enhance your business with top-notch work environments that grant unparalleled access to a lively, two-hectare park.  Why Opt for One Vertis Plaza? Prime Location: Nestled in a vibrant business district, seamlessly linked to major thoroughfares and transportation services.  Cutting-Edge Facilities: Delight in a majestic motor court, a lobby with double-volume height, an exclusive food hall, and a retail plaza.  Environmentally Friendly Design: A LEED-certified building featuring energy-efficient elements and sustainable practices.  Exceptional Amenities: Direct entry to Vertis Gardens, a spacious driveway, sophisticated lobbies, and a curated selection of dining and retail choices.  Pre-selling High-rise Premium Office Spaces: UNIT SIZES - Ranging from 101 to 325 sqm DENSITY - 8-10 Units per Floor UNIT TURNOVER - Expected in Q2 2024 Ready to propel your business ti new horizons? Cultivate a mark of distinction with One Vertis Plaza.  INQUIRE NOW!!",N/A,N/A,319,commercial,"commercial, offices",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/one-vertis-plaza/office-space-for-sale-319-sqm-in-one-vertis-plaza-171679146462/,CO665428A81963DPH,"121.03781, 14.650205",,N/A,False
"Building For Sale in West Kamias, Quezon City, Metro Manila",38000000,"West Kamias, Quezon City",West Kamias QC Corner Comml residential Building for Sale4 Storeys   w total floor area  of around 548 sqm inclusive of 25 sqm garage and porch & balcony areas. Grnd floor&nb,N/A,N/A,548,commercial,"commercial, building",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/for-sale-corner-commercial-residential-building-we-173018747182/,CO672090CF72160PH,"121.0474735, 14.6301061",N/A,N/A,False
"Offices For Sale in Sienna, Quezon City, Metro Manila",173385000,"Sienna, Quezon City","PROPERTY FOR SALE  Located Along Banawe Street  Highest Elevation Highly Commercialized Area Flood free LOT AREA: 385.3 SQM PRICE: PHP 450K/SQM or PHP 173,385,000  For more details and schedule for viewing, kindly message me directly.",N/A,N/A,N/A,commercial,"commercial, offices",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/property-for-sale-located-along-banawe-street-bara-172958095156/,CO67174F9738E36PH,"121.004121, 14.636398",,N/A,False
"Building For Sale in Congressional Avenue, Quezon City, Metro Manila",600000000,"Congressional Avenue, Quezon City","FOR SALE: OFFICE / COMMERCIAL BUILDING IN CONGRESSIONAL  Price: PHP 600M Lot area: 2,535 sqm Floor area: 6,956.03 sqm Location: Congressional Ave. corner Jupiter St., QC  · 5 stories · Office and commercial building · 40 car parking slots · 8 motorcycle parking · Lobby · Open deck with basketball court on top floor · Elevator",N/A,N/A,6956,commercial,"commercial, building",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/office-commercial-building-in-congressional-172991197060/,CO671C5CA2B7D41PH,"121.031, 14.66588",180,N/A,False
"Warehouse For Sale in Balingasa, Quezon City, Metro Manila",794160000,"Balingasa, Quezon City","FOR SALE WAREHOUSE IN GRACE VILLAGE QUEZON CITY Lot area: 4,412 sqm Covered warehouses: 3,500 sqm Office, garage, barracks ( separate structure ) 300sqm PRICE: PHP 180K/sqm Negotiable  For more details and schedule for viewing, kindly message me directly.",N/A,N/A,N/A,commercial,"commercial, warehouse",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/for-sale-warehouse-in-grace-village-quezon-city-17295815882/,CO671752149CA4FPH,"121.000537, 14.653102",,N/A,False
"Warehouse For Sale in Cubao, Quezon City, Metro Manila",100000000,"Cubao, Quezon City","Office/Warehouse For Sale in Cubao
Lot area: 470 sqm
Floor area: 1,300 sqm
Flood Free
4 stories
Warehouse with office
Address: 117 19th Ave Brgy San Roque Araneta Cubao
P130M Gross

Commercial property for sale in Cubao, Quezon City, Metro Manila",N/A,N/A,1300,commercial,"commercial, warehouse",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/4-stories-office-warehouse-for-sale-in-cubao-quezo-168139454346/,CO63BD00FCD3F39PH,"121.0572, 14.61777",179,N/A,False
"Offices For Sale in West Triangle, Quezon City, Metro Manila",74498400,"West Triangle, Quezon City","RUSH SALE
Brand New Office Space EDSA CORNER, Quezon Avenue
Double Dragon Sky Suites

Unit 1 is at 7th Floor (whole floor) 413.88 sqm

Find inspiration from the highest address in the metro. The SkySuites Towers is comprised of two towers – a semi-circular residential tower and a curvilinear office tower – rising on a 2,812 sqm prime lot property at the corner of EDSA and Quezon Avenue.

Current Market Price 413.88 sqm x 235k per sqm = P 97,261,800 + VAT

Discounted at 20%
413.88 sqm x 188k per sqm + Vat
P77,809,440
Bare Shell , can deliver Warm shell upon request of Buyer
DISCOUNT : P 19.45M
Commercial office space for Sale in West Triangle, Quezon City, Metro Manila",N/A,N/A,413.88,commercial,"commercial, offices",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/the-skysuites-tower/brand-new-office-413sqm-sale-sky-suites-edsa-corne-172956873972/,CO64E44632A8435PH,"121.0302074, 14.642287",180,N/A,False
"Building For Sale in Cubao, Quezon City, Metro Manila",450000000,"Cubao, Quezon City","Code: DS88-001785 Category: For Sale Project: EL AL Building City: Quezon City Size: LA: 2000 sqm, FA: 3301.90 sqm Parking: TBA  DM for the Price!  Details of the Property: • Clean Title • 4-storey building with Penthouse • Along the main road of Quezon Avenue • Tenant occupied (rental income of 400k per month) • 3 mins. drive to Quezon Ave. Skyway Exit   For Inquiries & Viewings: Jackson Lim Professional Licensed Real Estate Broker (PRC#0005478)",N/A,N/A,3301.9,commercial,"commercial, building",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/el-al-building-quezon-city-commercial-building-for-169951116740/,CO654C7B7FBAF23PH,"121.0572, 14.61777",,N/A,False
"Building For Sale in Pinagkaisahan, Quezon City, Metro Manila",66500000,"Pinagkaisahan, Quezon City","For Sale: Prime Commercial Building in Cubao, Quezon City  Lot Area: 375 sqm Total Floor Area: 641.38 sqm  Asking Price: PHP 66.5M  Property Features:  3-Storey Building 8 Commercial Units – ideal for businesses or retail establishments 6 Residential Units – great for rental income 8 Parking Slots – convenient for tenants and customers  This property offers an excellent investment opportunity in a bustling area with high demand for both commercial and residential spaces.  Don’t miss out on this valuable real estate asset in Cubao, QC!",N/A,N/A,641.38,commercial,"commercial, building",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/commercial-building-in-cubao-quezon-city-173189862329/,CO673AACFF90CDEPH,"121.04426, 14.626617",,N/A,False
"Building For Sale in Congressional Avenue, Quezon City, Metro Manila",600000000,"Congressional Avenue, Quezon City","5 Storey Office/Commercial Building for Sale in Congressional Avenue Area (Former University). A Highly Secured and has easy access going to and from Manila, Quezon City.
Commercial Building in Congressional Ave near Sm Cherry Foodarama.


Details:

  LA: 2,535 sq.m.
  FA: 6,956.03 sq.m.
  5 Storey Office/Commercial Building
  Location: Along Congressional Avenue, Quezon City
  40 Car Parking Slots
  8 Motorcycle Parking Slots
  Garden Area


Special Features:


  Provision for Airconditioning units
  Electric Fence
  Motorized Pressure Water Tank
  Typical Office Space
  Spacious Common Male & Female Toilet
  Office Space with Toilet
  Front Lobby
  Elevator
  Electrical Room
  Utility Room
  Storage Room
  Fire Exit
  Electric Fence
  Open Deck (Basketball Court)


Commercial Establishments:


  Circle C Shopping Mall
  SM Hypermart
  Puregold Mindanao Ave.
  Solaire North
  SM North


Hospitals:


  Metro North Medical Center Hospital
  Visayas Avenue Medical Center
  Quezon City General Hospital
  Allied Care Expert Medical Center


Access Roads:

  Congressional Avenue
  Mindanao Avenue
  NLEX
  Edsa
  Roosevelt Avenue",N/A,N/A,6956.03,commercial,"commercial, building",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/commercial-building-with-parking-lot-for-sale-in-c-172256914059/,CO64992D14C40CCPH,"121.031, 14.66588",180,N/A,False
"Building For Sale in Kristong Hari, Quezon City, Metro Manila",600000000,"Kristong Hari, Quezon City","For Sale: Superb 8-Storey Commercial Building, Tomas Morato Ave., Quezon City   Price: PHP 600,000,000 (Gross)    Lot Area: 1,194 sq.m. Floor Area: 5,719 sq.m.    Location: Tomas Morato Ave., Brgy. Kristong Hari, Quezon City   Discover this beautifully renovated 8-storey multi-purpose commercial building, strategically located in one of Quezon City’s prime areas. The property boasts:   2 Elevators 45 Car Parking Slots 57 Motorcycle Parking Slots   Building Layout:   Basement (1st Level): 3 Commercial Spaces, Storage Room, Male & Female Restrooms, Elevator, and Parking Ground Floor (2nd Level): 3 Commercial Spaces, Storage Room, and Parking 3rd Level: Elevator/Lobby, Electrical Room, Commercial Space, Alfresco Dining Area 4th & 5th Levels: Open Commercial Space, Lobby, Elevator, Male & Female Restrooms 6th-8th Levels: Open Commercial Space, Lobby, Male & Female Restrooms   Key Features:  Clean and Clear Documents Ready for Immediate Occupancy Note: Exclusively for Direct Buyers   Contact:  Richelle C. Panuelos Accredited PRC and DHSUD Salesperson Marketing Manager, BRIDGE Group",N/A,N/A,5719,commercial,"commercial, building",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/for-sale-superb-8-storey-commercial-building-tomas-172527196966/,CO66BF3889E89D7PH,"121.029926, 14.624843",181,N/A,False
"Building For Sale in South Triangle, Quezon City, Metro Manila",600000000,"South Triangle, Quezon City","An 8 storey commercial building is a modern and sleek structure that offers ample space for a range of commercial activities. This type of building is typically designed with high-end features and state-of-the-art technology to provide a comfortable and efficient working environment.  Please Contact: Ar. Elyssa -   Specs * Commercial Office / Multi Purpose * 2 Elevators * Electric And Utility Room * Septic Tanks *Toilet For Men And Women * Cctv Cameras * Fire Protection System * 30 Motorcycle Parking Slots * 25 Car Parking Slots  Nearby Establishments * Holy Spirit School High School * Manila Waldorf School - Kindergarden * Wordlab School Inc., * Dr. Jesus Delgado Memorial Hospital * Capitol Medical Center Inc. * Providence Hospital * St. Lukes Medical Center Q.C * Metro Supermarket E. Rodriguez * JC Plaza Supermarket * Yapis Grocery Store * Robinsons Supermarket Magnolia * Privato Holet Quezon City * ABS-CBN Broadcasting Center * AIMIX Group Phil. Inc.",N/A,N/A,5719,commercial,"commercial, building",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/rare-opportunity-8-storey-commercial-bldg-for-sale-172864154210/,CO637734D19AB38PH,"121.035979, 14.637561",,N/A,False
"Offices For Sale in Cubao, Quezon City, Metro Manila",50561400,"Cubao, Quezon City","Live the Beat Embrace progress, play, and productivity at Activa, a transit-oriented mixed-use development seamlessly integrating modern-day essentials. It is home to four components that let you live the beat. Savor life at the center at Activa Flats. Be productive in the conducive spaces of Activa Flex and Activa Office Tower. Enjoy a complete lifestyle with healthy choices at the Activa Mall. Activa Flex is the ideal home base for your business in the metro. This versatile development offers Small Office / Home Office, Regular Office, and Compound Office units in various cuts and sizes. Tailored for optimal efficiency, it is equipped with fiber optic infrastructure for a robust and reliable connectivity that enables your business to thrive.  Features & Amenities Nurture your most creative and innovative ideas in Activa Flex’s conducive amenities.  Business Lounges Demo Suites Sky Garden Viewing Deck Reception and Lobby High-powered Elevators Fiber Optic Backbone for Telecoms 100% Back-up Power Supply Generators for Common Areas and Units   Location Activa is located at the crossroads of EDSA and Aurora Boulevard in Cubao, Quezon City. Transit-oriented and central, it allows you to have easy access to two of the metro’s most vital thoroughfares. It connects you to your needs and makes everything reachable via its direct access to MRT-3, LRT-2, and other public utility vehicles.  Landmarks:  LRT-2 Cubao Station – 0.26 km Gateway Mall – 0.26 km MRT-3 Cubao Station – 0.35 km Smart Araneta Coliseum – 0.9 km St. Luke’s Medical Center – 3.1 km Trinoma – 4 km De La Salle Greenhills – 4.3 km   Units Activa Flex offers smartly-designed spaces that makes for ideal home bases for enterprises of varied scales.  HLURB LS No. 033454 | Completion Date: 12/2022",N/A,N/A,150,commercial,"commercial, offices",https://www.lamudi.com.phhttps://www.lamudi.com.ph/new-developments/activa-flex/compound-office-for-sale-in-activa-flex-cubao-quezon-city-2/,CO60D9626161BFCPH,"121.0502673949, 14.6219566045",,N/A,True
"Offices For Sale in Cubao, Quezon City, Metro Manila",10992000,"Cubao, Quezon City","Live the Beat Embrace progress, play, and productivity at Activa, a transit-oriented mixed-use development seamlessly integrating modern-day essentials. It is home to four components that let you live the beat. Savor life at the center at Activa Flats. Be productive in the conducive spaces of Activa Flex and Activa Office Tower. Enjoy a complete lifestyle with healthy choices at the Activa Mall. Activa Flex is the ideal home base for your business in the metro. This versatile development offers Small Office / Home Office, Regular Office, and Compound Office units in various cuts and sizes. Tailored for optimal efficiency, it is equipped with fiber optic infrastructure for a robust and reliable connectivity that enables your business to thrive.  Features & Amenities Nurture your most creative and innovative ideas in Activa Flex’s conducive amenities.  Business Lounges Demo Suites Sky Garden Viewing Deck Reception and Lobby High-powered Elevators Fiber Optic Backbone for Telecoms 100% Back-up Power Supply Generators for Common Areas and Units   Location Activa is located at the crossroads of EDSA and Aurora Boulevard in Cubao, Quezon City. Transit-oriented and central, it allows you to have easy access to two of the metro’s most vital thoroughfares. It connects you to your needs and makes everything reachable via its direct access to MRT-3, LRT-2, and other public utility vehicles.  Landmarks:  LRT-2 Cubao Station – 0.26 km Gateway Mall – 0.26 km MRT-3 Cubao Station – 0.35 km Smart Araneta Coliseum – 0.9 km St. Luke’s Medical Center – 3.1 km Trinoma – 4 km De La Salle Greenhills – 4.3 km   Units Activa Flex offers smartly-designed spaces that makes for ideal home bases for enterprises of varied scales.  HLURB LS No. 033454 | Completion Date: 12/2022",N/A,N/A,20,commercial,"commercial, offices",https://www.lamudi.com.phhttps://www.lamudi.com.ph/new-developments/activa-flex/regular-office-unit-for-sale-in-activa-flex-cubao-quezon-city/,CO60D96262AF87EPH,"121.0502673949, 14.6219566045",,N/A,True
