title,price,location,description,bedrooms,bathrooms,floor_area,property_type,subcategories,listing_url,listing_id,geo_location,furnished_status,condominium_name,is_new_development
"Building For Sale in Diliman, Quezon City, Metro Manila",130000000,"Diliman, Quezon City","Commercial-Residential Kalayaan Avenue, Diliman, Quezon City Property on Sale!!!   Below fair market value. Prime lot of 800-sqm area with 20-meter frontage along Kalayaan Avenue. It nestles one-storey Restaurant in front, a 3-storey with covered roof deck Residential Building and a Bungalow Residential structure at the back. Residential Building monthly income is at PhP150K, more or less. Restaurant monthly gross sales income is at PhP800K (not lease income). New Owner of the property may or may not exercise the option to take over the Restaurant's operation and employees. To maximize full income potential, the property is ideal for redevelopment into Commercial Arcade, Bank, Showroom, Full-blown Restaurant, Commissary, Gas & Motor Service Station, Logistics or Distribution Hub, among others Asking Price is PhP130M Gross",N/A,N/A,1000,commercial,"commercial, building",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/for-sale-commercial-residential-property-with-inco-170902663168/,CO5FAFEF8333DCFPH,"121.0528, 14.6462",,N/A,False
"Building For Sale in Veterans Village, Quezon City, Metro Manila",65000000,"Veterans Village, Quezon City","BUILDING FOR SALE WITH GOOD LEASE INCOME POTENTIAL
VETERANS VILLAGE, PROJECT 7, QUEZON CITY

Income Generating
Five (5) Storey Building

Total FA: 590 sqm (+/-) estimate
Lot Area: 205.5 sqm
Parking Area at the rear of the Building
Current Income: 280K per month

Distances with landmarks and establishments:
400 meters to nearest EDSA corner (Shell EDSA Bansalangin)
600 meters to Waltermart Munoz EDSA / Bus Stop / LRT Station

ASKING PRICE: 65 Million

Maria Cruzzette Sandico-Guerra
Licensed Real Estate Broker
PRC REB lic# 0034355
Edsa Philam Homes
Vinia Residences Quezon City",N/A,N/A,590,commercial,"commercial, building",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/for-sale-5-storey-commercial-building-in-veterans-172489774747/,CO66B42FEEF188EPH,"121.023475, 14.654904",180,N/A,False
"Coworking Space For Sale in San Isidro, Quezon City, Metro Manila",19800000,"San Isidro, Quezon City","San Isidro, Quezon City   Details: 3 Storey Commercial Townhouse Lot Area: 85 sqm Floor Area: 220 sqm  1st Floor: 1 Bedroom 1 Toilet & Bath With Modular Kitchen 1 Car Garage  Service Area  2nd Floor 2 Bedrooms 1 Toilet & Bath Modular Kitchen with balcony  3rd Floor 2 Bedrooms 1 Toilet & Bath Modular Kitchen  Selling price: 19,800,000 30% Down Payment 70% Bank Loan Financing  Plus transfer fees",N/A,N/A,220,commercial,"commercial, coworking",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/commercial-townhouse-in-san-isidro-quezon-city-nea-172509241547/,CO66D2D23FE0372PH,"121.008422, 14.612476",,N/A,False
"Offices For Sale in Commonwealth, Quezon City, Metro Manila",11000000,"Commonwealth, Quezon City","FOR RENT OR FOR SALE COMMERCIAL UNIT42.3 sqmCommonwealth by Century  Quezon South Tower RFS: Change of plan (Super ganda for investment di kayo magsisisi)Ideal for:Coffee shopFast food/ RestaurantConvenience StoreLaundry shopSalonStrategically located in Amsterdam Avenue, Don Antonio Drive, Brgy. Batasan Hills, Quezon City.Transport oriented development - 5 minute walk to MRT 7 Nearby: Top Universities ( Ateneo, UP, New Era University, Miriam College)Top Hospitals: ( Heart & Lung Clinic, Children's Hospital, Diliman's Hospital)Shopping Center ( 3 mins walk to Ever Gotesco) Business HubsFor more details DM me pls. For fast transaction contact me . Agnes Raby Cabacang Direct to owner !!!!!",N/A,N/A,42,commercial,"commercial, offices",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/commercial-for-sale-good-for-coffee-shop-etc-in-qu-172646743669/,CO66E7CD6CAAD09PH,"121.082236, 14.696697",180,N/A,False
"Offices For Sale in Sienna, Quezon City, Metro Manila",173385000,"Sienna, Quezon City","For Sale Office Space in Sienna, Quezon City Lot Area: 385.30 Price: 173,385,000.00  Take advantage of this premium office space available for sale at an attractive rate of ₱450,000 per square meter (gross). This prime location is perfect for businesses looking to establish or expand their presence in a bustling commercial area. With spacious layouts and modern amenities, this office space offers a professional environment tailored for productivity and growth.",N/A,N/A,N/A,commercial,"commercial, offices",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/for-sale-office-space-in-sienna-quezon-city-172837313194/,CO6704E18B5B4E6PH,"121.004121, 14.636398",N/A,N/A,False
"Offices For Sale in Bagong Pag-Asa, Quezon City, Metro Manila",67436000,"Bagong Pag-Asa, Quezon City","One Vertis Plaza stands as a pinnacle of luxury and prestige in the heart of Quezon City's bustling business district.  Here are just a few reasons why investing in this premier property is a wise choice:  1️⃣ Prime Location: Situated within the vibrant Vertis North estate, One Vertis Plaza offers unparalleled accessibility to major thoroughfares, commercial hubs, and public transportation, ensuring convenience for both business and leisure.  2️⃣ World-Class Amenities: Designed with sophistication and elegance in mind, One Vertis Plaza boasts state-of-the-art facilities and amenities, setting a new standard for premium office spaces in the metro.  3️⃣ Prestigious Address: Owning a space in One Vertis Plaza not only signifies your commitment to excellence but also grants you the prestige of being associated with Ayala Land Premier, a name synonymous with quality and luxury.  4️⃣ High Potential for Appreciation: With Quezon City's continuous development and the Ayala brand's commitment to excellence, investing in One Vertis Plaza presents an opportunity for substantial appreciation over time.  Huge 15% discount for cash term!  Ready to make your mark in Quezon City's premier business district? Contact me today to explore investment opportunities in One Vertis Plaza!   Doreen Bigcas Lorida  Premier Property Specialist    PRC License : 0029427 DSHUD: NCRA17955  #ayalalandpremier #ayalaland #OneVertisPlaza #OneVertis #QuezonCity #OfficeSpace #Offices #Office #realestate #realestateinvestment #luxuryrealestate #investment #propertyinvestment #luxuryproperty #investmentproperty #realestateagent #realtor #investors",N/A,N/A,228,commercial,"commercial, offices",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/one-vertis-plaza/office-space-at-one-vertis-plaza-228sqm-single-171801252587/,CO6666CA6DC2F8APH,"121.03781, 14.650205",,N/A,False
"Warehouse For Sale in G. Araneta Avenue, Quezon City, Metro Manila",290610000,"G. Araneta Avenue, Quezon City","Code: DE88-002334 Project: Araneta Warehouse Category: For Sale City: Dona Imelda, Quezon City Size: 1,614.50 sqm Price per Sqm : Php 180,000.00 Selling Price: 290,610,000.00 Gross  Details of the Property: • Area is highly commercialized with nearby residential condos and mall • Good for mixed use development • Near Skyway Araneta entry point  If you’re interested in BUYING this property or wish to SELL a property, don't hesitate to contact us: JACKSON LIM JR. Licensed Real Estate Broker - PRC#0005478 Top Realty Corporation",N/A,N/A,1614.5,commercial,"commercial, warehouse",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/commercial-warehouse-for-sale-in-quezon-city-along-171518181219/,CO66305614C2EF8PH,"121.0154, 14.62435",,N/A,False
"Offices For Sale in Bagong Pag-Asa, Quezon City, Metro Manila",461021000,"Bagong Pag-Asa, Quezon City","Whole Floor 10 Office Space / Units Combined -228sqm Php68,135,000 -215sqm Php56,689,000 -114sqm Php30,627,000 -114sqm Php30,627,000 -114sqm Php30,627,000 -168sqm Php44,879,000 -319sqm Php95,097,000 -114sqm Php34,780,000 -114sqm Php34,780,000 -114sqm Php34,780,000  One Vertis Plaza stands as a pinnacle of luxury and prestige in the heart of Quezon City's bustling business district.  Here are just a few reasons why investing in this premier property is a wise choice:  1️⃣ Prime Location: Situated within the vibrant Vertis North estate, One Vertis Plaza offers unparalleled accessibility to major thoroughfares, commercial hubs, and public transportation, ensuring convenience for both business and leisure.  2️⃣ World-Class Amenities: Designed with sophistication and elegance in mind, One Vertis Plaza boasts state-of-the-art facilities and amenities, setting a new standard for premium office spaces in the metro.  3️⃣ Prestigious Address: Owning a space in One Vertis Plaza not only signifies your commitment to excellence but also grants you the prestige of being associated with Ayala Land Premier, a name synonymous with quality and luxury.  4️⃣ High Potential for Appreciation: With Quezon City's continuous development and the Ayala brand's commitment to excellence, investing in One Vertis Plaza presents an opportunity for substantial appreciation over time.  Huge 15% discount for cash term!  Ready to make your mark in Quezon City's premier business district? Contact me today to explore investment opportunities in One Vertis Plaza!   Doreen Bigcas Lorida  Premier Property Specialist    PRC License : 0029427 DSHUD: NCRA17955  #ayalalandpremier #ayalaland #OneVertisPlaza #OneVertis #QuezonCity #OfficeSpace #Offices #Office #realestate #realestateinvestment #luxuryrealestate #investment #propertyinvestment #luxuryproperty #investmentproperty #realestateagent #realtor #investors",N/A,N/A,1614,commercial,"commercial, offices",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/one-vertis-plaza/for-sale-office-space-at-one-vertis-plaza-1-614sqm-171920580735/,CO6678FFAF5172FPH,"121.03781, 14.650205",,N/A,False
"Warehouse For Sale in La Loma, Quezon City, Metro Manila",60000000,"La Loma, Quezon City","WAREHOUSE FOR SALE IN LA LOMA QUEZON CITY 477.90SQM 60M  PROPERTY DETAILS: * Warehouse in La Loma Quezon City * Connected to the next street * Lot area: 477.90 SQM * Price: Php 60,000,000.00  NOTE:  * 2 Facing street * Frontage: 11.20meters and other street 12.64meters approx. * Depth: 40 meters approx. * Extrajudicial * Near NS Amoranto * Near Blumentritt Rd. * Pre owned * For exact location, please call us for schedule of Viewing as Owners request * Documents will be provided after LOI * Ridge Bobila - SCOUT REALTY  PRC SALESPERSON UNDER REB PRC : 19129 SCOUT REALTY",N/A,N/A,N/A,commercial,"commercial, warehouse",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/warehouse-for-sale-in-la-loma-quezon-city-477-90-s-170547581658/,CO65A5E28A0AD92PH,"120.9933, 14.62769",,N/A,False
"Building For Sale in Quezon Avenue, Quezon City, Metro Manila",100000000,"Quezon Avenue, Quezon City","Code: DS88-001785 Category: For Sale  Project:  Commercial Building City: Quezon City  Size: LA: 2,000 sqm FA: 3,301.90 sqm  Parking: TBA Selling Price: *PLEASE MESSAGE TO INQUIRE FOR PRICE*  Details of Property: • Clean Title • Old building but has a rental income monthly • Along the main road of Quezon avenue • 4-Storey Building with Penthouse • C2 Major Commercial Zone – Highly commercialized • 3 mins drive to Quezon Ave skyway exit  #CommercialBuildingforSaleinQuezonCity #CommercialBuildingforSaleinQuezonCity #CommercialBuildingforSale #IncomeGeneratingBuildingforSale #BuildingforSale  If you’re interested in BUYING this property or wish to SELL a property, don't hesitate to contact us: Yvette De Asis Top Realty Corporation",N/A,N/A,3301.9,commercial,"commercial, building",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/2-000-sqm-commercial-building-for-sale-in-quezon-c-170616342353/,CO65B1B653C779FPH,"121.0232, 14.63518",,N/A,False
"Building For Sale in Congressional Avenue, Quezon City, Metro Manila",200000000,"Congressional Avenue, Quezon City","PROJECT -  BRAND NEW 4 STOREY OFFICE/ COMMERCIAL BUILDING FOR SALE   LOCATION -  CONGRESSIONAL AVE. QUEZON CITY  LOT AREA-881.55 SQM FLOOR AREA - 2,161 SQM  SELLING PRICE 200,000,000   GROUND FLOOR 12 Parking Slots 2 Motorcycle  Parking Utility Room Lobby Male  & Female toilet office space 1 and 2  SECOND FLOOR  Office space with Toilet and bath 1-3 office space 4 7 5  Hallway  Male and female toilet Fire exit  THIRD FLOOR Office Space  with toilet and bath Hallway male and female toielt  Fire Exit  FOURTH FLOOR Office Space b1 with toilet and bath Office 2 & 3 male and female toilet Fire exit",N/A,N/A,2161,commercial,"commercial, building",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/brand-new-4-storey-office-commercial-building-for-169517197864/,HO64D7868ECCC6FPH,"121.03173, 14.66608",,N/A,False
"Building For Sale in Congressional Avenue, Quezon City, Metro Manila",200000000,"Congressional Avenue, Quezon City","PROJECT -  BRAND NEW 4 STOREY OFFICE/ COMMERCIAL BUILDING FOR SALE   LOCATION -  CONGRESSIONAL AVE. QUEZON CITY  LOT AREA-881.55 SQM FLOOR AREA - 2,161 SQM  SELLING PRICE 200,000,000  GROUND FLOOR 12 Parking Slots 2 Motorcycle  Parking Utility Room Lobby Male  & Female toilet office space 1 and 2  SECOND FLOOR  Office space with Toilet and bath 1-3 office space 4 7 5  Hallway  Male and female toilet Fire exit  THIRD FLOOR Office Space  with toilet and bath Hallway male and female toielt  Fire Exit  FOURTH FLOOR Office Space b1 with toilet and bath Office 2 & 3 male and female toilet Fire exit   FOR SITE VIEWING PLEASE CALL/TEXT EVELYN SAMANIEGO",N/A,N/A,2161,commercial,"commercial, building",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/office-commercial-building-for-sale-brand-new-4-st-170130842330/,HO64D78686C95E1PH,"121.03173, 14.66608",,N/A,False
"Building For Sale in Congressional Avenue, Quezon City, Metro Manila",200000000,"Congressional Avenue, Quezon City","PROJECT - BRAND NEW 4 STOREY OFFICE/ COMMERCIAL BUILDING FOR SALE   LOCATION - CONGRESSIONAL AVE. QUEZON CITY  LOT AREA-881.55 SQM FLOOR AREA - 2,161 SQM  SELLING PRICE 200,000,000   GROUND FLOOR 12 Parking Slots 2 Motorcycle Parking Utility Room Lobby Male & Female toilet office space 1 and 2  SECOND FLOOR  Office space with Toilet and bath 1-3 office space 4 7 5  Hallway  Male and female toilet Fire exit  THIRD FLOOR Office Space with toilet and bath Hallway male and female toielt  Fire Exit  FOURTH FLOOR Office Space b1 with toilet and bath Office 2 & 3 male and female toilet Fire exit",N/A,N/A,2161,commercial,"commercial, building",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/quezon-city-brand-new-4-storey-office-commercial-b-172535260646/,HO64D78673F24C8PH,"121.031, 14.66588",,N/A,False
"Building For Sale in Teachers Village East, Quezon City, Metro Manila",62000000,"Teachers Village East, Quezon City","Location:  Along Maginhawa , Q.C
Lot Area: 300 Sq.M
Flr.Area: 450 Sq.M more or less
Price: Php. 62 M negotiable 
It's A 3 Storey Unfnished bldg.
Near The Commercial Area In Maginhawa street
Near Banks, food chain, commercial  establishment like BDO, Watson, etc.
  * 3rd flr. Unfinished 
  * 2nd flr.with 20% tenant
  * ground flr.garage and tenant 
  * present income of 100k/ month
      If fully occupied up to 400k/month
Sale must be extrajudicial with sale
For direct clients only
A day notice for ocular 
Thank you",N/A,N/A,450,commercial,"commercial, building",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/rush-3-storey-building-along-maginhawa-at-teachers-169383841184/,HO64BF8C117ABF5PH,"121.060025, 14.643699",179,N/A,False
"Offices For Sale in Project 8, Quezon City, Metro Manila",1958100,"Project 8, Quezon City","Please Contact : Engr. Hernie -   Location: Road 14, Quezon City  FULLY FINISHED ✔ 60x60 Tiles ✔ Kitchen Counter w/ Cabinet ✔ Grease Trap Provision ✔ Rangehood Pipe Provision ✔ Fire Sprinkler System ✔ Elevated Water Tank ✔ Frontage  Nearby Location: • SM North - 2.7km • Trinoma - 4.2km • S&R Congressional - 1.2km • Quezon City General Hospital - 800m • FPJ Station - 2.2km  PAYMENT TERMS: Reservation Fee: Php 20,000 Net Downpayment 20% is Pavable upto 12 months NO INTEREST Balance 80% is Payable through Cash, Bank Loan, or PAG-IBIG  Requirements: 2 Valid Government IDs PDcs.",N/A,N/A,18.3,commercial,"commercial, offices",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/yonzon-place/commercial-unit-with-cr-for-sale-near-congressiona-172550457760/,CD66220CA824124PH,"121.0245, 14.66958",,N/A,False
"Building For Sale in Fairview, Quezon City, Metro Manila",110000000,"Fairview, Quezon City","Code : DS883429 Category : For Sale Project : Ragalado Highway City : Quezon City Size : LA: 400sqm FA: 1,700sqm Price per Sqm: Php 64,705.88 Selling Price : Php 110,000,000.00  Details of the Property: • 4 Storey commercial and residential bldg with basement parking • Newly constructed building • 292sqm grd flr commercial • 347.12sqm 2nd flr (14 rooms) • 347.12sqm 3rd flr (14 rooms) • 337.12 sqm 4th flr (14 rooms) • Near SM Fairview • Cash or bank financing • 26 Slot Basement parking (12 cars and 10 motorcycle slots Front parking: 4 slots) • Built 2nd qtr of 2021  WHY COMMERCIAL PROPERTY IS A GOOD INVESTMENT? 1. Higher income yields – commercial properties generally show a greater level of income for a given property value, when compared to residential property. 2. Capital growth potential is based on income growth potential and other measurable factors – commercial properties are often valued on the basis of the potential (and actual) rental return being achieved. Other relevant factors include economic activity, interest rates, and the commercial success of the area surrounding the property. 3. Stability and consistency of income – longer leases. Whilst residential properties are typically held on short leases (often 12 months), commercial properties typically attract longer lease terms between three and 10 years, providing consistent and predictable income streams over time. 4. Income growth – the longer leases of commercial properties usually allow for the rent to increase in every year of the lease, thus increasing the return on investment as the lease progresses. 5. Maintenance – unlike residential investors, commercial investors have the potential to earn enhanced profit, with the lessee responsible for paying the cost of maintenance, rates and repairs on the property when the ongoing expenses are written into the commercial lease agreement.  If you’re interested in BUYING this property or wish to SELL a property, don't hesitate to contact us: Yvette De Asis Top Realty Corporation",N/A,N/A,1700,commercial,"commercial, building",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/residential-commercial-building-for-sale-in-quezon-172241730652/,CO627A15E47975APH,"121.06821, 14.702178",,N/A,False
"Building For Sale in Tatalon, Quezon City, Metro Manila",450000000,"Tatalon, Quezon City","Code: DS88-001785 Category: For Sale Project: EL AL Building City: Quezon City Size: LA: 2000 sqm, FA: 3301.90 sqm Parking: TBA  DM for the Price!  Details of the Property: • Clean Title • 4-storey building with Penthouse • Along the main road of Quezon Avenue • Tenant occupied (rental income of 400k per month) • 3 mins. drive to Quezon Ave. Skyway Exit  For Inquiries & Viewings: Jackson Lim Professional Licensed Real Estate Broker (PRC#0005478)",N/A,N/A,3301.9,commercial,"commercial, building",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/el-al-building/building-2000-sq-meters-commercial-lot-for-sale-in-170435386395/,CO6531DD346FEE1PH,"121.0129698, 14.6222696",,N/A,False
"Building For Sale in Tatalon, Quezon City, Metro Manila",450000000,"Tatalon, Quezon City",Code: DS88-001785 Category: For Sale Project: El Al Building Location: Quezon City Size: *LA - 2000 sqm *FA - 3301.90 sqm Parking: TBA  DM for the Price!  Details of the Property: • Clean Title • 4-Storey building with Penthouse • Along the main road of Quezon Avenue • Tenant occupied (rental income of 400k per month) • 3 mins. drive to Quezon Ave. Skyway Exit  For Inquiries & Viewings: Jackson Lim Professional Licensed Real Estate Broker (PRC#0005478),N/A,N/A,3301.9,commercial,"commercial, building",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/el-al-building/4-storey-commercial-building-for-sale-in-quezon-ci-170056082145/,CO655C61D6138C9PH,"121.0129698, 14.6222696",,N/A,False
"Warehouse For Sale in San Antonio, Quezon City, Metro Manila",450000000,"San Antonio, Quezon City","FOR SALE: Prime Industrial Warehouse in Quezon City! Looking for a high-potential investment in the heart of Quezon City? This warehouse property located in Brgy. San Antonio, SFDM, Quezon City is the opportunity you’ve been waiting for! It is very near Roosevelt Avenue or Fernando Poe Jr. Ave. going North EDSA.  Key Features:  • Lot Area: 3,000 sqm  • 5-6 Spacious Warehouses  • Perfect for 40ft Containers • With Tenant & Income-Generating Property  This property is ideal for businesses seeking strategic storage or manufacturing space in a booming urban area, or investors looking for a consistent income stream!  Price: PHP 450,000,000.00  Act now before its too late! Send us a message for more info or a property tour today.   AVAILABILITY & PRICE ARE SUBJECT FOR CHANGE WITHOUT PRIOR NOTICE.  - FOR DIRECT BUYERS ONLY OR LICENSED PRC DIRECT TO BUYER/LESSEE - > For the exact address, please call us for the schedule of viewing as owners request > Documents will be provided after Letter of Intent to Buy > Direct Buyers or their representative or PRC Real Estate Professionals Direct to Buyer/Lessee  To further appreciate the property, kindly book your viewing, you may contact me: DIANA CABANAG-FELIPE Licensed Real Estate Broker PRC # 0019962 Licensed REALTOR (NAR-IRM) AIPO No. B-19962-PHILRES PTR No. 2024: 5719637 Myhometown Realty and Developer Inc",N/A,N/A,N/A,commercial,"commercial, warehouse",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/for-sale-spacious-warehouse-in-del-monte-quezon-ci-172918271938/,CO67113BFF85574PH,"121.017741, 14.650571",,N/A,False
"Offices For Sale in Socorro, Quezon City, Metro Manila",8200000,"Socorro, Quezon City","Office For Sale in Araneta Center Cubao Quezon City 2.5% Dp to move in
73 sqm office space 2nd floor

Put up your own company or business with the space
This is perfect for BPO’s Architectural and Engineering Firms, Law Firms, Accounting Firm, Dental and Doctors Clinic and other professional fields
This property is located near the CBD’s and Centers like
Araneta City
Ortigas CBD
Quezon City CBD
Eastwood City
Bridgetowne and Parklinks Estate in C5
Easily accessible via EDSA, C-5

If you want to know more or you want to visit the place
Pls Contact:
Raymond Alarcon
Licensed Real Estate Broker",N/A,N/A,73,commercial,"commercial, offices",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/regalia-park-tower/office-for-sale-in-araneta-center-cubao-quezon-cit-169727272511/,CO652A5395A8FE5PH,"121.0443089, 14.6621443",180,N/A,False
"Building For Sale in Congressional Avenue, Quezon City, Metro Manila",420000000,"Congressional Avenue, Quezon City","7Storey Commercial Building for Sale in Congressional Avenue Quezon City

On-going Construction
Target Completion: October 2023

Lot Area: 2,763.32 sqm
Floor Area: 9,173 sqm

Ground Floor:

33 Car Parking Slots
550 Motorcycle parking
Lobby
Toilet
Utility/ Storage
Pump room
Office space 1-8
Elevator
Spacious male and female toilet
Hallway 
Guard house

2nd Floor:

Office space 1-3 
Stairs
Hall
Male and female toilet
Office space 4-16
Hall 1 & 2 
Hallway
Electrical room
Storage
Elevator

3rd Floor:

Office space 1-2 
Stairs
Hall
Male and female toilet
Office spaces 3-11
Hall 1&2 
Lobby
Hallway
Electrical room
Storage
Elevator

4th Floor:

Office space 1-2
Stairs
Hall
Male and female toilet
Office space 3-12
Hall 1& 2
Lobby
Hallway
Another spacious male and female toilet
Electrical room
Storage
Elevator

5th Floor:

Office space 1-4
Stiars
Hall
Lobby
Common toilet
Elevator
Electrical room
Badminton court

6th Floor:

Basketball court
Bleachers
Storage
Spacious toilet and shower room with lockers
Electrical room
Stairs

7th Floor: (Mezzanine)

Locker room
Spacious toilet and shower room
Storage
Stairs

Nearby Establishments: 

Walking distance to Main thoroughfare 
Walking distance to all Major banks like BDO, MetroBank, BPI, Chinabank

Pre-Selling Price: 420,000,000.00
Direct Buyer Only!

Let me help you find your DREAM HOME.
You may also enlist your property with us. Call me or message me for viewings or inquiries.

Rainier Espiritu
Sales Person

Under Licensed Real Estate Broker No. 0022291
HLURB no. 0042938",N/A,N/A,9173,commercial,"commercial, building",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/7-storey-commercial-building-for-sale-in-congressi-167990332299/,CO641FC32758A92PH,"121.031, 14.66588",,N/A,False
"Building For Sale in Congressional Avenue, Quezon City, Metro Manila",350000000,"Congressional Avenue, Quezon City","5Storey Commercial Building for Sale in Congressional Avenue Quezon City  Lot Area: 1338 sqm Floor Area: 3365.84 sqm  Ground Floor:  32 Car parking slots 30 Motorcycle parking Guard House Utility room Lobby Male and female Toilet Office space 1 & 2 Electrical room Office space 3 with toilet  Elevator 1 and 2 Pump room Garden Fire exit  2nd Floor:  Typical office space 1-4  Office space 5 with toilet Hallway Male and female toilet Electrical room Elevator 1 and 2 Fire exit  3rd Floor:  Typical office space 1-6 Hallway Male and female toilet Electrical room Elevator 1 and 2 Fire exit  4th Floor:  Typical office space 1-6 Hallway Male and female toilet Electrical room Elevator 1 and 2 Fire exit  5th Floor:  Open deck Fire exit  Nearby Establishments:   Walking distance to Main thoroughfare  Walking distance to all Major banks like BDO, MetroBank, BPI, Chinabank  Selling Price: 350,000,000.00 Direct Buyer Only!  Let me help you find your DREAM HOME. You may also enlist your property with us. Call me or message me for viewings or inquiries.  Rainier Espiritu Sales Person   Under Licensed Real Estate Broker No. 0022291 HLURB no. 0042938",N/A,N/A,3365.84,commercial,"commercial, building",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/5storey-commercial-building-for-sale-in-congressio-172386710149/,CO66C01FDD293CFPH,"121.031, 14.66588",,N/A,False
"Building For Sale in Congressional Avenue, Quezon City, Metro Manila",350000000,"Congressional Avenue, Quezon City","5Storey Commercial Building for Sale in Congressional Avenue Quezon City  Lot Area: 1338 sqm Floor Area: 3365.84 sqm  Ground Floor:  32 Car parking slots 30 Motorcycle parking Guard House Utility room Lobby Male and female Toilet Office space 1 & 2 Electrical room Office space 3 with toilet  Elevator 1 and 2 Pump room Garden Fire exit  2nd Floor:  Typical office space 1-4  Office space 5 with toilet Hallway Male and female toilet Electrical room Elevator 1 and 2 Fire exit  3rd Floor:  Typical office space 1-6 Hallway Male and female toilet Electrical room Elevator 1 and 2 Fire exit  4th Floor:  Typical office space 1-6 Hallway Male and female toilet Electrical room Elevator 1 and 2 Fire exit  5th Floor:  Open deck Fire exit  Nearby Establishments:   Walking distance to Main thoroughfare  Walking distance to all Major banks like BDO, MetroBank, BPI, Chinabank  Selling Price: 350,000,000.00 Direct Buyer Only!  Let me help you find your DREAM HOME. You may also enlist your property with us. Call me or message me for viewings or inquiries.  Rainier Espiritu Sales Person   Under Licensed Real Estate Broker No. 0022291 HLURB no. 0042938",N/A,N/A,3365.84,commercial,"commercial, building",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/5storey-commercial-building-for-sale-in-congressio-172414305995/,CO66C02086CA92CPH,"121.031, 14.66588",,N/A,False
"Offices For Sale in Bagong Pag-Asa, Quezon City, Metro Manila",67000000,"Bagong Pag-Asa, Quezon City",One Vertis Plaza by Ayala Land Premier Premium Office - Grade A+,N/A,N/A,288,commercial,"commercial, offices",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/office-for-sale-in-vertis-north-quezon-city-near-s-173172296353/,CO668EAB3E6BB49PH,"121.03781, 14.650205",,N/A,False
"Building For Sale in Congressional Avenue, Quezon City, Metro Manila",420000000,"Congressional Avenue, Quezon City","7Storey Commercial Building for Sale in Congressional Avenue Quezon City  Lot Area: 2,763.32 sqm Floor Area: 9,114.65 sqm  Ground Floor:  33 Car Parking Slots 60 Motorcycle parking Lobby Toilet Utility/ Storage Pump room Office space 1-8 Elevator Spacious male and female toilet Hallway  Guard house  2nd Floor:  Office space 1-3  Stairs Hall Male and female toilet Office space 4-16 Hall 1 & 2  Hallway Electrical room Storage Elevator  3rd Floor:  Office space 1-2  Stairs Hall Male and female toilet Office spaces 3-11 Hall 1&2  Lobby Hallway Electrical room Storage Elevator  4th Floor:  Office space 1-2 Stairs Hall Male and female toilet Office space 3-12 Hall 1& 2 Lobby Hallway Another spacious male and female toilet Electrical room Storage Elevator   5th Floor:  Office space 1-4 Stairs Hall Lobby Common toilet Elevator Electrical room Badminton court   6th Floor:  Basketball court Bleachers Storage Spacious toilet and shower room with lockers Electrical room Stairs  7th Floor: (Mezzanine)  Locker room Spacious toilet and shower room Storage Stairs  Nearby Establishments:   Walking distance to Main thoroughfare  Walking distance to all Major banks like BDO, MetroBank, BPI, Chinabank  Selling Price: 420,000,000.00 Direct Buyer Only!  Let me help you find your DREAM HOME. You may also enlist your property with us. Call me or message me for viewings or inquiries.  Rainier Espiritu Sales Person   Under Licensed Real Estate Broker No. 0022291 HLURB no. 0042938",N/A,N/A,9114.65,commercial,"commercial, building",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/commercial-building-7storey-for-sale-in-congressio-172414305430/,CO66C01EFAB570BPH,"121.031, 14.66588",,N/A,False
